tweet_id,username,tweet_content,tweet_label
1970676714461372870,Lyn ✨,"Hallow kakak kakak yang punya adik, boleh dong bantu aku isi kuisioner seputar Makan Bergizi Gratis (MBG) 
pertanyaannya nggak banyak kokk cuma kurang dari 10 pertanyaan ajahh 
kriterianya:
1. penerima MBG
boleh juga kita tukeran kuesioner saling bantu 🥰🙌",
1970676191142257148,Grok,"@StarlightSeekr @tanyarlfes Anggaran program Makan Bergizi Gratis (MBG) di APBN 2025 adalah Rp71 triliun, dengan realisasi hingga awal September 2025 sekitar Rp13 triliun (18,3%). Ada pembahasan potensi peningkatan hingga Rp171 triliun tahun ini, dan untuk 2026 naik jadi Rp335 triliun. Sumber: Kemenkeu &amp;",
1970675980982518002,tempo.co,"Baca artikel ini dan share pendapat kalian di kolom komentar!
https://t.co/0AvQax7WLW",
1970675422108230000,Radar Bali,"Tak Mau Muncul Kejadian Keracunan, Wabup Jembrana Minta Evaluasi Total Program Makan Bergizi Gratis https://t.co/KkNHMo9Lpl",
1970675376377733325,Radar Bekasi,https://t.co/CjjEs5Ub9d,
1970674932347773268,Ruth,"Wujudkan Indonesia Hebat 2045, dimulai dengan memastikan piring makan siang anak-anak kita sempurna hari ini. Makan bergizi gratis berdampak besar bagi anak bangsa. https://t.co/cUJezwCjNV",
1970674914643583435,Ruth,Program ini adalah wujud kehadiran negara/penyelenggara yang paling detail dan penuh perhatian. Makan bergizi gratis berdampak besar bagi anak bangsa. https://t.co/KbryWwZlOu,
1970674901121134856,Sahaya,Ini adalah sebuah keharusan. Setiap program yang menyangkut anak harus melibatkan ahlinya. Wajib. Makan bergizi gratis berdampak besar bagi anak bangsa. https://t.co/NuL6GIYLDU,
1970674879218520214,rakha,Jangan sampai niat baik dirusak oleh eksekusi yang buruk. Program ini menjaga keduanya tetap baik. Makan bergizi gratis berdampak besar bagi anak bangsa. https://t.co/vNwHdq7Qpd,
1970674848851730657,Raka,Program ini adalah 'jembatan' yang menghubungkan hasil riset gizi terbaik dengan perut anak-anak. Makan bergizi gratis berdampak besar bagi anak bangsa. https://t.co/Z8bOLjhYs1,
1970674839896891679,Caiden Ayers,"Yuk, dukung Program Makan Bergizi Gratis! Agar anak Indonesia tumbuh sehat, kuat, dan siap jadi generasi penerus bangsa! #DukungMakanBergiziGratis #IndonesiaMaju #GenerasiSehatHebat https://t.co/mEVjUfi8XG",
1970674831122407548,eclipse,"Dengan adanya standar, evaluasi jadi lebih mudah dan perbaikan bisa dilakukan secara terarah. Makan bergizi gratis berdampak besar bagi anak bangsa. https://t.co/FhPtFLt9x9",
1970674795634401328,Evelyn,"Mari kita wariskan bukan hanya programnya, tapi juga standar kualitasnya yang tinggi. Makan bergizi gratis berdampak besar bagi anak bangsa. https://t.co/Wk4ats3huz",
1970674778580435207,Caiden Ayers,"Yuk, dukung Program Makan Bergizi Gratis! Agar anak Indonesia tumbuh sehat, kuat, dan siap jadi generasi penerus bangsa! #DukungMakanBergiziGratis #IndonesiaMaju #GenerasiSehatHebat https://t.co/0ssapukagn",
1970674764395225393,miss x,Program ini adalah 'benteng' kokoh yang melindungi anak-anak dari 'serangan' makanan tak sehat. Makan bergizi gratis berdampak besar bagi anak bangsa. https://t.co/SNJ4gON3L5,
1970674734162682128,Caiden Ayers,"Yuk, dukung Program Makan Bergizi Gratis! Agar anak Indonesia tumbuh sehat, kuat, dan siap jadi generasi penerus bangsa! #DukungMakanBergiziGratis #IndonesiaMaju #GenerasiSehatHebat https://t.co/CSQq8XjMsY",
1970674716391415982,Jenna,"Saatnya kita menjadi subjek yang menuntut dan menerima bantuan berkualitas, bukan objek pasrah. Makan bergizi gratis berdampak besar bagi anak bangsa. https://t.co/8e1NyfrjpP",
1970674667699740785,Ichaa,"Kita tidak bisa lagi bilang ""syukur bisa makan"". Standar baru kita ""syukur makannya berkualitas"". Makan bergizi gratis berdampak besar bagi anak bangsa. https://t.co/gW96nSPr7F",
1970674645839061324,Nur_Samilia,"Dengan standar ini, Indonesia menunjukkan pada dunia cara menangani masalah gizi dengan serius. Makan bergizi gratis berdampak besar bagi anak bangsa. https://t.co/8xaKLqbbQI",
1970674571327263022,Nora,"Kita butuh transparansi kalori dan nutrisi di setiap menu, dan program ini sudah jadi contohnya. Makan bergizi gratis berdampak besar bagi anak bangsa. https://t.co/EAbG84cioV",
1970674554248061281,Media Jurnallugas dotCom,https://t.co/yIHgvYuTVs,
1970674527471534436,kevin the conqueror,"Program ini adalah 'jantung' yang sehat, membuat ekosistem pendidikan dan kesehatan berkolaborasi indah. Makan bergizi gratis berdampak besar bagi anak bangsa. https://t.co/zw0LyEy2Lg",
1970712221559964029,★,"jujur konyol bgt, program makan BERGIZI gratis malah jd KLB tuh aneh bgttt dan KONYOL.",
1970712034041061694,Kamila Biani,"Makan Bergizi Gratis harus tetap lanjut, karena generasi sehat adalah investasi utama bangsa. #gasssnow https://t.co/GodK6AbXCw",
1970711813219328053,lucimaya,"Makan bergizi gratis yg tiba2 berubah menjadi horor karena banyak memamakan korban keracunan, anggarannya diambil dari alokasi anggaran pendidikan. Gratis tapi tapi sesungguhnya tidak gratis. Sebaiknya makanan beracun gratis ini tidak diteruskan lagi, anggarannya bisa dialihkan https://t.co/7ksdJEfIqA",
1970711584227094699,Tatiana Namya,Makan Bergizi Gratis sudah menjadi bagian hidup rakyat. Jangan cabut hanya karena segelintir masalah. #gasssnow https://t.co/Pn20iGj0In,
1970711574416629789,Yola Viola,Makan Bergizi Gratis nyata bantu masyarakat kecil. Jangan biarkan kasus merusak kepercayaan publik. #gasssnow https://t.co/OXxKJYewRD,
1970711450609164666,rion akao,"Stop aja lah program ini jir @prabowo, makan bergizi gratis saking gratisnya jadi banyak yang keracunan. Gak usah maksain ngikutin jepang/korea, mereka di tiap sekolah aja punya dapur khusus, ada ahli gizi pula. Di sini persiapannya aja gak dipikir dulu 😓",
1970711011394293812,Sabrina Klaudia,"Makan Bergizi Gratis bukan proyek instan, tapi visi jangka panjang. Mari rawat dengan pengawasan ketat. #gasssnow https://t.co/LcTqOfi4WV",
1970710998735823353,Andri Suyana,"Makan Bergizi Gratis hadir dengan niat besar. Mari fokus memperkuat, bukan melemahkan. #gasssnow https://t.co/ovTt7Kq1nC",
1970710814303887803,sasa,banyak bgt kasus makan bergizi gratis keracunan kocak,
1970710278670262432,ferizandra,"Program Makan Bergizi Gratis (MBG) di Sumsel kembali menuai polemik. Belasan pelajar SMP Negeri 9 Kabupaten Ogan Komering Ulu (OKU) diduga mengalami keracunan makanan usai menyantap menu MBG yang dibagikan Selasa (23/9/2025)...

Update 24/09/2025 11:00 WIB data kasus https://t.co/uKGXkuUPFE",
1970710189843296396,POS-KUPANG.COM,https://t.co/WzeE6uh2Qz,
1970709943042142627,Narita Miranda,"Kalau MBG sukses, Program Baik ini bisa ubah mindset bangsa. Harapan kita Makan Bergizi Gratis bikin masyarakat sadar gizi #gasssnow https://t.co/S1XoXlNcxu",
1970709937081987422,Ageng Subroto,"MBG ini Program Baik yang kita harapkan konsisten. Harapan publik, Makan Bergizi Gratis jadi tonggak pendidikan sehat di Indonesia #gasssnow https://t.co/slyGNOtxf4",
1970709936884850973,Budi Santoso,"Program Baik kayak MBG harus dipantau publik. Harapan kita Makan Bergizi Gratis terus diperbaiki, bukan sekadar formalitas laporan #gasssnow https://t.co/uymG4bLsLy",
1970709608605065495,Aryanti Safira,"Makan Bergizi Gratis bukan hadiah, tapi hak rakyat. Program ini harus tetap jalan meski ada kasus. #gasssnow https://t.co/72KaXi4siL",
1970709572362084367,Reifansyah Yudha,"Makan Bergizi Gratis itu keberanian negara investasi di gizi rakyat. Kasus memang ada, tapi manfaatnya lebih luas. #gasssnow https://t.co/DbovzPE7sD",
1970709434839245222,Cindy Putri,Program Baik seperti MBG perlu kolaborasi. Harapan kita Makan Bergizi Gratis didukung petani lokal supaya berdaya juga #gasssnow https://t.co/mMrjBazqGE,
1970709430712115445,Putri Anjani,"Kalau MBG disebut Program Baik, maka evaluasi harus terbuka. Harapan publik Makan Bergizi Gratis makin efektif setiap tahun #gasssnow https://t.co/pD08UoYou9",
1970709425876017548,Arif Firmansyah,"Program Baik seperti MBG bikin kita optimis. Harapan publik, Makan Bergizi Gratis bisa memutus rantai kemiskinan jangka panjang #gasssnow https://t.co/kmzjqCOVr6",
1970709421643968824,Armand Isakh,"MBG ini Program Baik yang harus disempurnakan. Harapan kita Makan Bergizi Gratis hadir bukan cuma di sekolah negeri, tapi juga swasta kecil #gasssnow https://t.co/P9FQb45kFO",
1970714817053814906,Tribun Jogja,"Sekolah di Kulon Progo yang pelajarnya mengalami keracunan pada akhir Juli 2025 lalu rupanya telah meneken perjanjian dengan penyedia MBG (Makan Bergizi Gratis). Salah satu poinnya adalah merahasiakan jika terjadi kasus keracunan.

https://t.co/RSeRklBqBs",
1970715267094262072,LIPUTAN6,Presiden Prabowo serius memastikan setiap anak dapat gizi optimal lewat program Makan Bergizi Gratis. Instruksi khusus soal cara memasak telur ceplok dan rebus bertujuan agar porsi gizi adil dan tepat buat setiap anak. Program ini jadi investasi penting demi masa depan generasi https://t.co/EF2NgGQlip,
1970709414295544275,Asmah Fatimah,"Program Baik sekelas MBG harus inklusif. Harapan publik, Makan Bergizi Gratis nggak boleh pilih-pilih daerah #gasssnow https://t.co/5ybNxiENmw",
1970709409774084449,Mulyanto,"Kalau MBG jalan mulus, Program Baik ini bisa kurangi ketimpangan. Harapan kita Makan Bergizi Gratis hadir untuk semua kalangan #gasssnow https://t.co/Dpi1nFSC9W",
1970709406993231935,Irvan Andriansyah,Program Baik seperti MBG adalah investasi generasi. Harapan publik Makan Bergizi Gratis membuat anak-anak lebih produktif di masa depan #gasssnow https://t.co/RfbpNdhqM0,
1970709400659861680,Laura Anita,"Kalau MBG benar-benar jalan, Program Baik ini bawa harapan baru. Makan Bergizi Gratis jadi simbol keadilan generasi mendatang #gasssnow https://t.co/cSpomGTUSh",
1970709279230566885,Fiko Nandar,"Makan Bergizi Gratis hadir agar generasi tumbuh sehat. Kasus bisa dibereskan, tapi gizi anak tak bisa ditunda. #gasssnow https://t.co/2RRMdwkO9k",
1970709083381735790,Polres Majalengka,"Generasi sehat dan cerdas menjadi harapan bersama. Untuk itu, Kapolsek Maja, AKP Aas Guntara, S.H., turun langsung ke SMKN 1 Maja guna memantau pelaksanaan program Makan Bergizi Gratis (MBG), memastikan setiap siswa menerima manfaat gizi yang mendukung semangat belajar mereka. https://t.co/TZSxreqopv",
1970708986602393867,Yandra Sobirin,"Makan Bergizi Gratis harus terus jalan, karena gizi rakyat tak boleh dikorbankan hanya karena segelintir masalah. #gasssnow https://t.co/OIvH0MNjQl",
1970708849461207428,Fairuz Bimo,Program Baik seperti MBG butuh keberlanjutan. Harapan kita Makan Bergizi Gratis tidak berhenti karena pergantian kebijakan #gasssnow https://t.co/BSB4Xl0W6B,
1970708844113469767,Dewi Fatmala,MBG ini Program Baik yang relevan. Harapan kita Makan Bergizi Gratis bisa jadi inspirasi kebijakan di sektor lain #gasssnow https://t.co/dX9gsyhZVp,
1970708840929951874,rianmagum,"Kalau MBG disebut Program Baik, maka butuh keterbukaan data. Harapan publik Makan Bergizi Gratis lebih akuntabel #gasssnow https://t.co/C1CYv9UaN0",
1970708835519352934,Hari Lesmono,Program Baik seperti MBG butuh keseriusan pengawasan. Harapan kita Makan Bergizi Gratis tidak dimanfaatkan pihak tertentu #gasssnow https://t.co/4ukpI2ULQ0,
1970708826979738114,Feri Siswanto,"Program Baik kayak MBG menunjukkan arah yang benar. Harapan publik, Makan Bergizi Gratis bisa memperkecil angka putus sekolah #gasssnow https://t.co/XSNbMCoHj1",
1970708825574645971,Nina,"Kalau MBG dijalankan konsisten, Program Baik ini bisa jadi kebanggaan. Harapan kita generasi sehat tumbuh dari Makan Bergizi Gratis #gasssnow https://t.co/Wz6syN97bO",
1970708818263998869,Jesika Putri,"MBG adalah Program Baik yang kita tunggu. Harapan publik, Makan Bergizi Gratis jadi hak dasar, bukan cuma janji politik #gasssnow https://t.co/qnUeMVnbt0",
1970708814841491563,Dewi Mutiara,Program Baik seperti MBG harus menyentuh yang paling lemah. Harapan kita Makan Bergizi Gratis sampai ke anak-anak 3T #gasssnow https://t.co/hQMyQI55xO,
1970708810672337350,Mila Rachman,"Kalau MBG sukses, Program Baik ini bisa jadi role model. Harapan kita Makan Bergizi Gratis diakui dunia sebagai inovasi sosial #gasssnow https://t.co/grGQUiaCq8",
1970708304017174689,Alfa Lipa,"Program Baik seperti MBG butuh komitmen besar. Harapan kita Makan Bergizi Gratis nggak sekadar menutup angka lapar, tapi meningkatkan gizi #gasssnow https://t.co/K2FokdwhYu",
1970708298480697778,Eki Wahyu,"MBG ini Program Baik yang visioner. Dukungan publik besar, harapan kita Makan Bergizi Gratis jadi kebijakan permanen negara #gasssnow https://t.co/i3YSZOHrxE",
1970715711908856079,Achmad Raihan,@anton_ismail11 Aktif seharian tanpa takut loyo karena dukungan Prabowo dengan makan bergizi gratis,
1970717259443380683,Emma Jess 💞,"Modelan kek gini yg disukai regime sekarang,alias makan bergizi gratis,bukan pendidikan gratis,rakyat gak bole pintar &amp; biar bisa dibodohi sama bansos 

Sedih lihatnya 😔",
1970717234822816256,arrijal,"@txtdrimedia Bancakan jahannam anggaran pendidikan berkedok Makan Bergizi Gratis, yang ada makanan beracun, berbelatung, basi dan busuk yang dibiayai pajak rakyat",
1970717493527494673,Cerulean ☁️🍉,Omo omooo dah mau dapet MBG 😬,
1970717318104915988,Subhkan,"Stop MBG,, ganti ke pendidikan gratis aja",
1970717316888567877,Fuse Sudar,"MBG makanan enak:
Terima kasih banyak, pak Prabowo 😍😘😆
Makanan beracun berulat:
Gimana sih ini yg masak ga becus
☠️🙄😤💩",
1970717244524249289,lucimaya,"oleh pengelola dapur mbg. Masyarakat dan pengamat sudah berteriak untuk hentikan mbg, sebelum menakan korban jiwa. Kok malah anggota dprnya keberatan? Kan aneh. Demikian juga kepala bgn-mya. Keberatan mereka semakin memperjelas bahwa prigram mbg ini jadi

https://t.co/rlNLRcGwM4",
1970717176597487836,Ahmad NUsantara,"@CNNIndonesia Masyarakat punya Acara Hajatan jk terjadi keracunan krn makanan yg disajikan, langsung proses hukum. 
Ribuan Siswa2 Keracunan MBG namun pihak2 yg bertangjawab tak diproses hukum???

DPR picek matanya &amp; bisu mulutnya.

Alihkan sj dana MBG unt Kuliah Gratis.",
1970717170800984551,iNews,"Anggaran MBG Rp335 Triliun di APBN 2026, Lebih Besar dari Program Pendidikan
https://t.co/cVOdWBNRQE",
1970717147828756624,SuhonoSuwardi,"@xquitavee Utk level desa, MBG dikelola BUMDes/PKK shg perekonomian desa bergerak (peternak ayam/lele, petani dll). Terus pungli dihilangkan shg ada keuntungan penyedia yg layak &amp; menu cukup sehat &amp; bergizi.",
1970717119047471351,sastro,"@kompascom Boikot mbg aja gimana, ortu siswa secara serentak nyuruh anaknya mogok makan mbg",
1970717114001695165,ninis 102.4🍉,MBG lebih penting daripada pendidikan? gws gws,
1970717112814707111,Yuli Saputra,@tempodotco Aksi kedua g sih? Hendtikwn MBG dan alihkan ke pendidikan gratis. Bisa sih klo rakyat mau berdatu,
1970717092531052886,#GoodLuckIndonesia,"Gizi? Nutrisi?
Apa itu? Ga paham ah

Gas terus MBG! https://t.co/ydmpqgQEmq",
1970717066496970813,Yuri,Menu MBG hari ini kata si uda lele goreng. Ada temannya yg makan 6 ekor lele gara2 yg lain pada gak suka 😭,
1970716983365968233,Cloudy,"@afrkml Keponakanku 2, umur 4 dan 5 tahun. Berhubung anak TK jadi MBG nya dibawa pulang (gak dimakan di sekolah tapi di rumah), masing-masing siswa bawa tempat makan sendiri. Sampai rumah apakah dimakan? Enggak. Keponakanku gak suka, orang rumah? Juga gk pada suka sejauh ini makanan mbg.",
1970716970640372030,republik dagelan,"Sop gajelas, standar gaada #MBG",
1970716965992911041,Safaniya,"@ARSIPAJA Pak @prabowo segera alihkan MBG ke subsidi yg lebih bermanfaat langsung buat masyarakat. MBG terbukti ga bergizi amat dan potensi ladang korupsi baru pak. @NajwaShihab kalau di undang ke Hambalang bilangin dong, STOP MBG",
1970716958887952737,txt dari guru honorer,Mbg kalian ada buahnya? https://t.co/V977AF00U8,
1970716958694985774,Skripsi S-nya STRESS,"Sebenarnya MBG tuh program bagus kalo:
1. Dikelola dengan benar
2. Anggarannya tidak mengambil jatah prioritas yang lebih penting 
3. Tidak beracun",
1970716909957214317,Seniman Asam Lambung,MBG parah banget kacaw balaww,
1970716904101982355,tititiaraaaa,"mbg day17! 

makasi rakyat😀 https://t.co/9UXt6ONH1M",
1970716854625935788,a,@unmagnetism mbg,
1970716853082398765,Jefri Syahril,@tempodotco BGN harusnya melakukan evaluasi menyeluruh terkait kelayakan MBG di seluruh Indonesia. Apalagi ini bukan kasus yang pertama,
1970716852973379882,Almira Rayanti,Kini anak-anak Papua punya kesempatan tumbuh sehat bareng program MBG yang memperhatikan gizi tiap hari https://t.co/Ao6HtRxWXR,
1970716766428111096,linda™,"Ajg, bekal anak-anak gw seenak dan sesehat itu arep diganti MBG yang kualitasnya jelek, gw jd ortu mereka sih marah ya 😭 dikasih makan ga jelaz begitu",
1970716659959898259,~,"@happyrawrrrrrr Akhirnya terjawab sudah. 😭👍

Makasih bang atas klarifikasinya, sekarang, spill MBG kenny siang ini, bang. 🙏",
1970716652125004139,ᴠɪᴄᴋᴏ ᴠᴀɴ ᴠᴇʟᴢᴇɴ,"Kalau kata uink sih ... 

MBG ujungnya cuman jadi tai ..
Mending pake beasiswa jutaan anak masa depan bangsa ...
Atau daripada keracunan , mending duitnya kasih ke emaknya biar masak sendiri di rumah https://t.co/gFgSvKF8xL",
1970716637943996458,Ningsih Puspita,Anak Papua kini bisa capai potensi maksimal berkat bantuan gizi dari program mbg https://t.co/dwD7DsUxvc,
1970716619065434206,detikkalimantan,Penutupan Permanen Dapur MBG di Ketapang Tunggu Hasil Investigasi https://t.co/2dFIHOZXSw,
1970716591982813185,-,"lu pikir naik pesawat terus pilotnya lupa buat nurunin ban pas landing itu apa? sengaja? keteledoran juga tapi fatal

ya sama aja ama nih MBG",
1970716559737004176,self saboteur final boss 🇵🇸 🇨🇩🇸🇩☆,"Managing MBG ❌
Managing Lebensraum ✅",
1970716550392058245,chicagowest,MBG bakal distop kalau ada yang mati dah keknya,
1970716547800023214,Agin,"@sociotalker Baru riset entomologi, ilmu yg mempelajari berbagai serangga. No wonder banyak kasus serangga di MBG 🙀",
1970716517244510253,RahasiaNegara,"@ARSIPAJA sy juga termasuk yg ga setuju MBG distop, ini program bagus, hanya perlu diperbaiki. Kalau setiap program pemerintah yg br mulai distop krn ada kendala2, lah ya udah ga usah ngapa2in pemerintah nya.",
1970716421434089833,Dita Dara Utami,support BGN! Ayo pastikan makanan MBG aman 100% https://t.co/CIBDIOogiC,
1970716398822531084,나비,@unmagnetism mbg m nya mie ayam https://t.co/zc5x4gf7CF,
1970716392199700970,krupuk udang,"Kalopun masih maksa MBG, mending didaerah pelosok aja didahulukan yg keadaan dari berbagai sisi entah ekomoni, pendidikan, kesejahteraan masih kurang nah itu dinomor satukan. Bukan yg tengah kota padat penduduk, UMR tinggi semua sekolah dapat untuk apa? Mending SPP GRATIS gaksih?",
1970716363842035965,LASKAR BINTORO,"MBG =makan beracun Gratiiiss.....

Mbokya ditawar2kan ke anggota PBB pk pres, 
Siapa tau ada donatur ato ada yg mau cicip2 Makan beracun gruatiisss",
1970716339712205081,PupuPapa,"Org sdh ragu makan produk MBG

Itu kalian smua buta tuli atau gmn?",
1970716280543158593,Bhayangkara Kita,"Polri bangun 616 Dapur MBG &amp; salurkan 72.000 ton beras ke masyarakat. Dapur ini beroperasi di wilayah rawan pangan, menyediakan makanan siap santap secara gratis.

Langkah nyata bantu rakyat yang terdampak krisis.

#BhayangkaraKita #PolriPresisi https://t.co/b2IQn94Zjp",
1970716248473510315,Tri Kuncoro,"@ARSIPAJA Banyak anggota DPR ikut bisnis MBG,ntar distop ilang tuh dana setoran @puanmaharani_ri",
1970716229091631147,Iham🍉,gw saking keselnya sama program MBG sampe ga mood makan anjay,
1970723406917316939,Ordo Baru,KLB MBG? https://t.co/sQrk2VGSTe,
1970723368501686476,irkhami,@RadioElshinta Aku bukan dukung salah satu sisi. Tapi yang aku tahu setiap MBG punya dapur masing masing titik yg di kelola oleh pihak swasta. Sangat naif kalo kita menyalahkan presiden dan pemerintah tapi tidak dengan pengelola/penanggung jawab dapur tersebut.,
1970723343969198197,PECINTA NKRI,"Bajingan dan Bangsat nya ada di vendor, dan anggotanya ada di sekolah"" ( KEPSEK-KEPSEK) tolol. udah tau banyak kejadian seperti ini, masih ada saja sekolah"" yang mau menjadi mitra MBG.",
1970723335396040980,argyn ❌‼️‼️no pornography❗❌,@Anak__Ogi @prabowo @Gerindra MBG itu mengerikan. Kenapa belum ada satupun walimurid atau guru yang berani buka suara?,
1970723308741259504,Teguh Prakarsa Sontoloyo,"@tempodotco Ya iyalah BGN pasti ogah, kesannya lari dari tanggung jawab.

BGN berharap rakyat yang minta berhenti. Ach, yang bener saja.

Keracunan, terekspose,   justru memuluskan tuntutan pembatalan dari rakyat. 
BGN senang, gak repot²  dg program mubasir.

Makan MBG untuk yg duafa saja.",
1970723276180857263,Usi Karundeng,"@ruhulanakgaul @MurtadhaOne1 Yth Menteri @sjafriesjams
@Kemhan_RI 
Dgn bertelanjang dada emosional StafsusKemenhan DeddyCorbuzier @corbuzier di akun instagramnya maki anak SD yg bilang MBG gak enak.
Si deddy belagu bilang kalo itu anaknya pasti dia TABOK
Eh MBG meracuni siswa2 sekolah si deddy mlengos doang? https://t.co/6jxUIrKU4i",
1970723231545049128,arek ndeso,@dwipayuda @mpujayaprema tanpa tender. tp korupsi tetap bisa ada. emang malaikat yg ngurusi MBG?,
1970723223508771246,Jackyd Makmoer,"@xquitavee Pret pret semua...
Bagjikan saja 17 JT per kpalaa klwrga..
G PERLU MBG MBG....",
1970723163651891597,Tukang Kentang,"Benarkah ini terjadi? 
Ada apa dg pelbagai persoalan MBG? Apakah benar vendor telah kepepet dg dana yg tak juga cair sehingga mereka menurunkan kuantitas maupun kualitas?
Dana MBG yg berputar memang ""menggiurkan"" bagi pencoleng-pencoleng uang negara.
#MBG #Keracunan #Dana #Vendor https://t.co/11AcxFdLUb",
1970723131968102801,KalderaNews,"Program MBG Belum Punya Payung Hukumnya, Keracunan Kian Marak, Segera Lakukan Moratorium! https://t.co/l5WIHFNdQs",
1970723131301208265,💜 FreePalestine🇵🇸,"@ARSIPAJA Innalillahi wainailayhi rodji uun...
Artinya generasinya cm di kasih MBG, kenyang sesaat. ga boleh pintar kl mo pintar suruh bayar sdr. Yaa Allah wakanda...",
1970723077597393181,Pakis (Just Ivy),"@cdontact Jangan dikasih menu tradisional jaman kakek nenek. Buatlah MBG itu menu praktis tapi enak dan sehat. Karena tipikal anak-anak gen Z dan Alfa tuh gitu.
Contoh: Burger homemade...Fried chicken dan kentang goreng, bubur kacang ijo, nasi Bento..roti lapis ( sandwich ) dan semacamnya",
1970723075932233941,Official PETERPAN 응⏺ ㅣᯅ,"@ARSIPAJA Seumur2 dulu jaman SD, siswa pada jajan makanan ga jelas, teh manis entah pake air apaan, jajanan yg gak higienis dsb
GAK PERNAH denger atau ngalamin ada yang sampe KERACUNAN, muntah, sesak nafas, pusing dll
lah ini program unggulan pemerintah MBG malah banyak kasus keracunan🤒",
1970723069141623039,Kyoukai,@Shore_OJyuri1 Ayok adain demo buat mbg dihentikan,
1970723063768756362,Luna🌙,Harus bersyukur atau gimana ini MBG gak masuk ke sekolah tempatku ngajar.,
1970723039143956847,life full of waves,"@gbfonry @ARSIPAJA yang namanya bergizi gausa tinggi tinggian, kata begizi itu berarti mengandung asupan gizi yang cukup dan seimbang untuk tubuh. kan mbg sudah ada ahli gizi juga.",
1970723028846936433,Yayat Imam Hidayat,@TirtoID MBG 335 triliun tahun ini masa mau dihentikan,
1970722992641740851,KalderaNews,"BGN Bakal Bentuk Tim Investigasi Keracunan MBG, Bisakah Atasi Akar Masalahnya? https://t.co/LTkhxgugXl",
1970722966905507882,Anna :(,"@aboutmelrk @tdkpakaigula @cdontact Emang gak semua vendor dapur MBG amanah, tapi  yang keluar dari sana tetap berupa makanan. Coba kalau yang keluar duit 15k, bisa aja duitnya dipake buat anak-anak patungan amer sehabis pulsek. Kalo ga dibuat beli rokok, tau sendiri orng Indonesia gimana",
1970722946462490824,Vior Mada,Kesehatan anak-anak Papua makin terjamin sejak ada program mbg yang siap bantu penuhi gizi https://t.co/gR6RUwVnZL,
1970722907434426438,Media Indonesia,"JARINGAN Pemantau Pendidikan Indonesia (JPPI) menyatakan bahwa program Makan Bergizi Gratis (MBG) sejak awal sarat dengan konflik kepentingan dan potensi bancakan korupsi.
https://t.co/I1n6ZWTKJT",
1970722896311206207,wonu's,Mau nunggu sampe ada berapa korban lagi biar mbg di stop?,
1970722881966641616,dhiins |,"1. gak semua dapur MBG bisa ngolah makanan dalam jumlah besar, ada loh dapur bodong dadakan yang ditunjuk. jadinya ya gak paham gimana ngolah makanan jumlah banyak, yang penting dapet duit dari proyek MBG.

2. BUDGET, inget ini proyek pemerintah potongan 50% aja udah bagus 🙃",
1970722881224220970,estomihi.,"bisa jadi yang korup bgn yang ditempatin di daerah, bisa jadi mitra, bisa jadi lainnya dan segala macam. intinya, MBG itu ladang korup paling menggiurkan.",
1970722866191851830,Hasan Kasela,"Resmi! MBG Dapat Rp 335 T dari APBN 2026, Ambil Jatah Anggaran Pendidikan Rp 223 T",
1970722856091951501,Owada,"Me malem2 mak nelpon ga diangkat da udah tidur , pagi nya cek nanya aman crypto ga loss ? di TikTok banyak yang loss sampe teriak2 

Pas w kasih ss porto , Mak w bilang “mau invest mbg lagi ga” ? 😄 hadeeeh kata gue teh",
1970722772256206922,ryan,"ku kepikirannya better manajemennya dipegang Menkes x Menkeu x Mendikdasmen buat rumusin payung hukum, regulasi, standardisasi, metrik, dsb.

bs aja nnti siswa dpt voucher, terus si voucher ini dituker makan ke dapur mbg atau kantin sekolah yg smuanya udh terstandardisasi

atau",
1970722760717672493,jukeyy,Sklh gw baru dibagi mbg kocak semoga gk keracunan,
1970722759941755271,Fathonah Hassanah,Dukungan mbg bikin anak-anak Papua makin berprestasi dan berkembang optimal https://t.co/mzGSO6rgA5,
1970722674231124145,Supriyono,"@humaniesproject @prabowo Gak bakal dibatalkan alasannya:
1. Janji Kampanye
2. Proyek Untuk TIMSES dan keluarga Pejabat
3. MBG salah satu proyek yang mudah diatur soal dananya
4. Kebanyakan Mitra MBG keluarga terdekat dan TIMSES",
1970722667671253466,soni sonjaya,"@txtdrimedia mangan ora mangan sing penting mbg jalan, racunan ora racunan blaas",
1970722602793738657,Embun Pagi💧💧,@Jelli_cent Yang di program MBG sudah pada ancang2 buat korupsi. Terbukti pengelolaan MBG asal-asalan dengan menu minimalis dan beracun !!,
1970722582371635582,No Lies,"Di sekolah anakku hrs bawa tempat atau plastik klo2 gak mau makan mbgnya.
Tp klo tidak bawa, mbg hrs dimakan wlopun stgh, tdk boleh utuh.",
1970722569151226060,slim not akiopha,"@tempodotco BGN pasti ogah hentikan program MBG , karena belum kenyang Bancakan anggaran MBG nya",
1970722544312557762,Sri istiatuti,@tempodotco Rumahnya dilempari lintah hasil MBG...SIAP ??,
1970722539937886216,Mas Aspin,"Solusi 
1. Anggota dewan yg punya dan kelola dpaur MBG, sebutin namanya, partainya apa. Tandain, putus konttrak. 

2. Tentara ga usah ngurus ginian, mau aktif atau pensiun

3. #Erick Thohir mundur ketum PSSI",
1970722536364429473,Krisna Bakti,"Berkat program mbg, semua anak Papua punya kesempatan yang sama buat tumbuh berkembang https://t.co/NFPHxRIjSB",
